Crimson-bellied Parakeet,Pyrrhura perlata
Crimson-bellied Woodpecker,Campephilus haematogaster
Crimson-breasted Finch,Rhodospingus cruentus
Crimson-breasted Flowerpecker,Prionochilus percussus
Crimson-breasted Shrike,Laniarius atrococcineus
Crimson-browed Finch,Carpodacus subhimachalus
Crimson-collared Grosbeak,Periporphyrus celaeno
Crimson-collared Tanager,Ramphocelus sanguinolentus
Crimson-crested Woodpecker,Campephilus melanoleucos
Crimson-crowned Flowerpecker,Dicaeum nehrkorni
Crimson-crowned Fruit Dove,Ptilinopus porphyraceus
Crimson-fronted Barbet,Psilopogon rubricapillus
Crimson-fronted Cardinal,Paroaria baeri
Crimson-headed Partridge,Haematortyx sanguiniceps
Crimson-hooded Manakin,Pipra aureola
Crimson-mantled Woodpecker,Colaptes rivolii
Crimson-naped Woodpecker,Dryobates cathpharius
Crimson-rumped Myzomela,Myzomela eichhorni
Crimson-rumped Toucanet,Aulacorhynchus haematopygus
Crimson-rumped Waxbill,Estrilda rhodopyga
Crimson-winged Woodpecker,Picus puniceus
Crinkle-collared Manucode,Manucodia chalybatus
Crissal Thrasher,Toxostoma crissale
Croaking Cisticola,Cisticola natalensis
Croaking Ground Dove,Columbina cruziana
Crocker Jungle Flycatcher,Cyornis ruficrissa
Crossley's Ground Thrush,Geokichla crossleyi
Crossley's Vanga,Mystacornis crossleyi
Crow Honeyeater,Gymnomyza aubryana
Crow-billed Drongo,Dicrurus annectens
Crowned Chat-Tyrant,Silvicultrix frontalis
Crowned Cormorant,Microcarbo coronatus
Crowned Eagle,Stephanoaetus coronatus
Crowned Hornbill,Lophoceros alboterminatus
Crowned Lapwing,Vanellus coronatus
Crowned Sandgrouse,Pterocles coronatus
Crowned Slaty Flycatcher,Griseotyrannus aurantioatrocristatus
Crowned Woodnymph,Thalurania colombica
Crozet Shag,Leucocarbo melanogenis
Cryptic Antthrush,Chamaeza meruloides
Cryptic Becard,Pachyramphus salvini
Cryptic Flycatcher,Ficedula crypta
Cryptic Forest Falcon,Micrastur mintoni
Cryptic Honeyeater,Microptilotis imitatrix
Cryptic Treehunter,Cichlocolaptes mazarbarnetti
Cryptic Warbler,Cryptosylvicola randrianasoloi
Cuban Amazon,Amazona leucocephala
Cuban Black Hawk,Buteogallus gundlachii
Cuban Blackbird,Ptiloxena atroviolacea
Cuban Bullfinch,Melopyrrha nigra
Cuban Crow,Corvus nasicus
Cuban Emerald,Riccordia ricordii
Cuban Gnatcatcher,Polioptila lembeyei
Cuban Grassquit,Phonipara canora
Cuban Green Woodpecker,Xiphidiopicus percussus
Cuban Kite,Chondrohierax wilsonii
Cuban Macaw,Ara tricolor
Cuban Martin,Progne cryptoleuca
Cuban Nightjar,Antrostomus cubanensis
Cuban Oriole,Icterus melanopsis
Cuban Palm Crow,Corvus minutus
Cuban Parakeet,Psittacara euops
Cuban Pewee,Contopus caribaeus
Cuban Pygmy Owl,Glaucidium siju
Cuban Solitaire,Myadestes elisabeth
Cuban Tody,Todus multicolor
Cuban Trogon,Priotelus temnurus
Cuban Vireo,Vireo gundlachii
Cuckoo-finch,Anomalospiza imberbis
Cuckoo-roller,Leptosomus discolor
Cundinamarca Antpitta,Grallaria kaestneri
Curl-crested Aracari,Pteroglossus beauharnaisii
Curl-crested Jay,Cyanocorax cristatellus
Curl-crested Manucode,Manucodia comrii
Curlew Sandpiper,Calidris ferruginea
Curve-billed Reedhaunter,Limnornis curvirostris
Curve-billed Scythebill,Campylorhamphus procurvoides
Curve-billed Thrasher,Toxostoma curvirostre
Curve-billed Tinamou,Nothoprocta curvirostris
Curve-winged Sabrewing,Pampa curvipennis
Cut-throat Finch,Amadina fasciata
Cuzco Brushfinch,Atlapetes canigenis
Cuzco Warbler,Myiothlypis chrysogaster
Cyprus Scops Owl,Otus cyprius
Cyprus Warbler,Curruca melanothorax
Cyprus Wheatear,Oenanthe cypriaca
D'Arnaud's Barbet,Trachyphonus darnaudii
D'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides
Dagua Thrush,Turdus daguae
Dalat Bush Warbler,Locustella idonea
Dalmatian Pelican,Pelecanus crispus
Damar Flycatcher,Ficedula henrici
Damara Red-billed Hornbill,Tockus damarensis
Damara Tern,Sternula balaenarum
Dambo Cisticola,Cisticola dambo
Dapple-throat,Arcanator orostruthus
Darjeeling Woodpecker,Dendrocopos darjellensis
Dark Batis,Batis crypta
Dark Chanting Goshawk,Melierax metabates
Dark Hawk-Cuckoo,Hierococcyx bocki
Dark Newtonia,Newtonia amphichroa
Dark Pewee,Contopus lugubris
Dark-backed Imperial Pigeon,Ducula lacernulata
Dark-backed Sibia,Heterophasia melanoleuca
Dark-backed Weaver,Ploceus bicolor
Dark-backed Wood Quail,Odontophorus melanonotus
Dark-bellied Cinclodes,Cinclodes patagonicus
Dark-billed Cuckoo,Coccyzus melacoryphus
Dark-breasted Rosefinch,Procarduelis nipalensis
Dark-breasted Spinetail,Synallaxis albigularis
Dark-capped Bulbul,Pycnonotus tricolor
Dark-eared Myza,Myza celebensis
Dark-eyed Junco,Junco hyemalis
Dark-eyed White-eye,Zosterops tetiparius
Dark-faced Ground Tyrant,Muscisaxicola maclovianus
Dark-fronted Babbler,Dumetia atriceps
Dark-necked Tailorbird,Orthotomus atrogularis
Dark-rumped Rosefinch,Carpodacus edwardsii
Dark-rumped Swift,Apus acuticauda
Dark-sided Flycatcher,Muscicapa sibirica
Dark-sided Thrush,Zoothera marginata
Dark-throated Oriole,Oriolus xanthonotus
Dark-throated Seedeater,Sporophila ruficollis
Dark-winged Canastero,Asthenes arequipae
Dark-winged Miner,Geositta saxicolina
Dark-winged Trumpeter,Psophia viridis
Dartford Warbler,Curruca undata
Darwin's Flycatcher,Pyrocephalus nanus
Darwin's Nothura,Nothura darwinii
Daurian Jackdaw,Coloeus dauuricus
Daurian Partridge,Perdix dauurica
Daurian Redstart,Phoenicurus auroreus
Daurian Starling,Agropsar sturninus
David's Fulvetta,Alcippe davidi
Davison's Leaf Warbler,Phylloscopus intensior
Dayak Blue Flycatcher,Cyornis montanus
Dead Sea Sparrow,Passer moabiticus
Delicate Prinia,Prinia lepida
Delta Amacuro Softtail,Thripophaga amacurensis
Demoiselle Crane,Grus virgo
Denham's Bustard,Neotis denhami
Des Murs's Wiretail,Sylviorthorhynchus desmurii
Desert Cisticola,Cisticola aridulus
Desert Finch,Rhodospiza obsoleta
Desert Lark,Ammomanes deserti
Desert Owl,Strix hadorami
Desert Sparrow,Passer simplex
Desert Wheatear,Oenanthe deserti
Desertas Petrel,Pterodroma deserta
Diademed Amazon,Amazona diadema
Diademed Sandpiper-Plover,Phegornis mitchellii
Diademed Tanager,Stephanophorus diadematus
Diademed Tapaculo,Scytalopus schulenbergi
Diamantina Sabrewing,Campylopterus diamantinensis
Diamantina Tapaculo,Scytalopus diamantinensis
Diamond Dove,Geopelia cuneata
Diamond Firetail,Stagonopleura guttata
Diard's Trogon,Harpactes diardii
Dickcissel,Spiza americana
Dickinson's Kestrel,Falco dickinsoni
Diederik Cuckoo,Chrysococcyx caprius
Dieffenbach's Rail,Hypotaenidia dieffenbachii
Dimorphic Dwarf Kingfisher,Ceyx margarethae
Dimorphic Egret,Egretta dimorpha
Dimorphic Fantail,Rhipidura brachyrhyncha
Dinelli's Doradito,Pseudocolopteryx dinelliana
Diuca Finch,Diuca diuca
Dja River Scrub Warbler,Bradypterus grandis
Djibouti Spurfowl,Pternistis ochropectus
Dodo,Raphus cucullatus
Dodson's Bulbul,Pycnonotus dodsoni
Doherty's Bushshrike,Telophorus dohertyi
Dohrn's Warbler,Sylvia dohrni
Dolphin Gull,Leucophaeus scoresbii
Donaldson Smith's Nightjar,Caprimulgus donaldsoni
Donaldson Smith's Sparrow-Weaver,Plocepasser donaldsoni
Doria's Goshawk,Megatriorchis doriae
Dorst's Cisticola,Cisticola guinea
Dot-backed Antbird,Hylophylax punctulatus
Dot-eared Coquette,Lophornis gouldii
Dot-fronted Woodpecker,Veniliornis frontalis
Dot-winged Antwren,Microrhopias quixensis
Dot-winged Crake,Laterallus spiloptera
Dotted Tanager,Ixothraupis varia
Double-banded Courser,Rhinoptilus africanus
Double-banded Greytail,Xenerpestes minlosi
Double-banded Plover,Anarhynchus bicinctus
Double-banded Pygmy Tyrant,Lophotriccus vitiosus
Double-banded Sandgrouse,Pterocles bicinctus
Double-barred Finch,Stizoptera bichenovii
Double-collared Crescentchest,Melanopareia bitorquata
Double-collared Seedeater,Sporophila caerulescens
Double-crested Cormorant,Nannopterum auritum
Double-eyed Fig Parrot,Cyclopsitta diophthalma
Double-spurred Spurfowl,Pternistis bicalcaratus
Double-striped Thick-knee,Hesperoburhinus bistriatus
Double-toothed Barbet,Pogonornis bidentatus
Double-toothed Kite,Harpagus bidentatus
Downy Woodpecker,Dryobates pubescens
Drab Hemispingus,Pseudospingus xanthophthalmus
Drab Myzomela,Myzomela blasii
Drab Seedeater,Sporophila simplex
Drab Swiftlet,Collocalia neglecta
Drab Water Tyrant,Ochthornis littoralis
Drab Whistler,Pachycephala griseonota
Drab-breasted Bamboo Tyrant,Hemitriccus diops
Drakensberg Prinia,Prinia hypoxantha
Drakensberg Rockjumper,Chaetops aurantius
Drakensberg Siskin,Crithagra symonsi
Drongo Fantail,Chaetorhynchus papuensis
Dubois's Seedeater,Sporophila ardesiaca
Duchess Lorikeet,Charmosynoides margarethae
Dugand's Antwren,Herpsilochmus dugandi
Duida Grass Finch,Emberizoides duidae
Duida Woodcreeper,Lepidocolaptes duidae
Dulit Frogmouth,Batrachostomus harterti
Dulit Partridge,Rhizothera dulitensis
Dull-blue Flycatcher,Eumyias sordidus
Dull-colored Grassquit,Asemospiza obscura
Dull-mantled Antbird,Sipia laemosticta
Dune Lark,Calendulauda erythrochlamys
Dunlin,Calidris alpina
Dunn's Lark,Eremalauda dunni
Dunnock,Prunella modularis
Dupont's Lark,Chersophilus duponti
Dusky Antbird,Cercomacroides tyrannina
Dusky Babbler,Turdoides tenebrosa
Dusky Broadbill,Corydon sumatranus
Dusky Chlorospingus,Chlorospingus semifuscus
Dusky Crag Martin,Ptyonoprogne concolor
Dusky Crested Flycatcher,Elminia nigromitrata
Dusky Crimsonwing,Cryptospiza jacksoni
Dusky Eagle-Owl,Ketupa coromanda
Dusky Fulvetta,Schoeniparus brunneus
Dusky Gerygone,Gerygone tenebrosa
Dusky Grasswren,Amytornis purnelli
Dusky Grouse,Dendragapus obscurus
Dusky Hummingbird,Phaeoptila sordida
Dusky Indigobird,Vidua funerea
Dusky Lark,Pinarocorys nigricans
Dusky Leaftosser,Sclerurus obscurior
Dusky Long-tailed Cuckoo,Cercococcyx mechowi
Dusky Lory,Pseudeos fuscata
Dusky Megapode,Megapodius freycinet
Dusky Moorhen,Gallinula tenebrosa
Dusky Munia,Lonchura fuscans
Dusky Myzomela,Myzomela obscura
Dusky Nightjar,Antrostomus saturatus
Dusky Parrot,Pionus fuscus
Dusky Pigeon,Patagioenas goodsoni
Dusky Piha,Lipaugus fuscocinereus
Dusky Purpletuft,Iodopleura fusca
Dusky Robin,Melanodryas vittata
Dusky Spinetail,Synallaxis moesta
Dusky Starfrontlet,Coeligena orina
Dusky Sunbird,Cinnyris fuscus
Dusky Tapaculo,Scytalopus fuscus
Dusky Tetraka,Xanthomixis tenebrosa
Dusky Thrush,Turdus eunomus
Dusky Tit,Melaniparus funereus
Dusky Turtle Dove,Streptopelia lugens
Dusky Twinspot,Euschistospiza cinereovinacea
Dusky Warbler,Phylloscopus fuscatus
Dusky White-eye,Zosterops finschii
Dusky Woodswallow,Artamus cyanopterus
Dusky-backed Jacamar,Brachygalba salmoni
Dusky-billed Parrotlet,Forpus modestus
Dusky-blue Flycatcher,Bradornis comitatus
Dusky-brown Oriole,Oriolus phaeochromus
Dusky-capped Flycatcher,Myiarchus tuberculifer
Dusky-capped Greenlet,Pachysylvia hypoxantha
Dusky-capped Woodcreeper,Lepidocolaptes fuscicapillus
Dusky-cheeked Fig Parrot,Cyclopsitta melanogenia
Dusky-chested Flycatcher,Myiozetetes luteiventris
Dusky-faced Tanager,Mitrospingus cassinii
Dusky-green Oropendola,Psarocolius atrovirens
Dusky-headed Brushfinch,Atlapetes fuscoolivaceus
Dusky-headed Parakeet,Aratinga weddellii
Dusky-legged Guan,Penelope obscura
Dusky-tailed Antbird,Drymophila malura
Dusky-tailed Canastero,Pseudasthenes humicola
Dusky-tailed Flatbill,Ramphotrigon fuscicauda
Dusky-throated Antshrike,Thamnomanes ardesiacus
Dusky-throated Hermit,Phaethornis squalidus
Dwarf Bittern,Ixobrychus sturmii
Dwarf Cassowary,Casuarius bennetti
Dwarf Cuckoo,Coccycua pumila
Dwarf Fruit Dove,Ptilinopus nainus
Dwarf Honeyguide,Indicator pumilio
Dwarf Jay,Cyanolyca nanus
Dwarf Koel,Microdynamis parva
Dwarf Sparrowhawk,Accipiter nanus
Dwarf Tinamou,Taoniscus nanus
Dwarf Tyrant-Manakin,Tyranneutes stolzmanni
Dwarf Vireo,Vireo nelsoni
Dyaul Flycatcher,Myiagra cervinicolor
Dybowski's Twinspot,Euschistospiza dybowskii
Eared Dove,Zenaida auriculata
Eared Pitta,Hydrornis phayrei
Eared Poorwill,Nyctiphrynus mcleodii
Eared Pygmy Tyrant,Myiornis auricularis
Eared Quetzal,Euptilotis neoxenus
East Amazonian Fire-eye,Pyriglena leuconota
East Andean Antbird,Drymophila caudata
East Brazilian Chachalaca,Ortalis araucuan
East Brazilian Pygmy Owl,Glaucidium minutissimum
East Coast Akalat,Sheppardia gunningi
East Coast Boubou,Laniarius sublacteus
Eastern Alpine Mannikin,Lonchura monticola
Eastern Barn Owl,Tyto javanica
Eastern Bearded Greenbul,Criniger chloronotus
Eastern Black-eared Wheatear,Oenanthe melanoleuca
Eastern Black-headed Batis,Batis minor
Eastern Bluebird,Sialia sialis
Eastern Bluebonnet,Northiella haematogaster
Eastern Bonelli's Warbler,Phylloscopus orientalis
Eastern Bristlebird,Dasyornis brachypterus
Eastern Bronze-naped Pigeon,Columba delegorguei
Eastern Buzzard,Buteo japonicus
Eastern Cattle Egret,Bubulcus coromandus
Eastern Chanting Goshawk,Melierax poliopterus
Eastern Chat-Tanager,Calyptophilus frugivorus
Eastern Clapper Lark,Mirafra fasciolata
Eastern Crested Berrypecker,Paramythia montium
Eastern Crested Guineafowl,Guttera pucherani
Eastern Crowned Warbler,Phylloscopus coronatus
Eastern Double-collared Sunbird,Cinnyris mediocris
Eastern Dwarf Hornbill,Horizocerus granti
Eastern Golden Weaver,Ploceus subaureus
Eastern Grass Owl,Tyto longimembris
Eastern Grey Woodpecker,Dendropicos spodocephalus
Eastern Hooded Pitta,Pitta novaeguineae
Eastern Imperial Eagle,Aquila heliaca
Eastern Jungle Crow,Corvus levaillantii
Eastern Kingbird,Tyrannus tyrannus
Eastern Long-billed Lark,Certhilauda semitorquata
Eastern Long-tailed Hornbill,Horizocerus cassini
Eastern Marsh Harrier,Circus spilonotus
Eastern Meadowlark,Sturnella magna
Eastern Miombo Sunbird,Cinnyris manoensis
Eastern Nicator,Nicator gularis
Eastern Olivaceous Flatbill,Rhynchocyclus olivaceus
Eastern Olivaceous Warbler,Iduna pallida
Eastern Orphean Warbler,Curruca crassirostris
Eastern Parotia,Parotia helenae
Eastern Phoebe,Sayornis phoebe
Eastern Plantain-eater,Crinifer zonurus
Eastern Rock Nuthatch,Sitta tephronota
Eastern Rosella,Platycercus eximius
Eastern Screech Owl,Megascops asio
Eastern Shriketit,Falcunculus frontatus
Eastern Spinebill,Acanthorhynchus tenuirostris
Eastern Spot-billed Duck,Anas zonorhyncha
Eastern Striolated Puffbird,Nystalus striolatus
Eastern Subalpine Warbler,Curruca cantillans
Eastern Towhee,Pipilo erythrophthalmus
Eastern Violet-backed Sunbird,Anthreptes orientalis
Eastern Wattled Cuckooshrike,Lobotos oriolinus
Eastern Whip-poor-will,Antrostomus vociferus
Eastern Whipbird,Psophodes olivaceus
Eastern Wood Pewee,Contopus virens
Eastern Woodhaunter,Automolus subulatus
Eastern Yellow Robin,Eopsaltria australis
Eastern Yellow Wagtail,Motacilla tschutschensis
Eastern Yellow-billed Hornbill,Tockus flavirostris
Eaton's Pintail,Anas eatoni
Echo Parakeet,Psittacula eques
Ecuadorian Cacique,Cacicus sclateri
Ecuadorian Ground Dove,Columbina buckleyi
Ecuadorian Hillstar,Oreotrochilus chimborazo
Ecuadorian Piculet,Picumnus sclateri
Ecuadorian Piedtail,Phlogophilus hemileucurus
Ecuadorian Rail,Rallus aequatorialis
Ecuadorian Seedeater,Amaurospiza aequatorialis
Ecuadorian Thrush,Turdus maculirostris
Ecuadorian Trogon,Trogon mesurus
Ecuadorian Tyrannulet,Phylloscartes gualaquizae
Edible-nest Swiftlet,Aerodramus fuciphagus
Edwards's Fig Parrot,Psittaculirostris edwardsii
Edwards's Pheasant,Lophura edwardsi
Egyptian Goose,Alopochen aegyptiaca
Egyptian Nightjar,Caprimulgus aegyptius
Egyptian Plover,Pluvianus aegyptius
Egyptian Vulture,Neophron percnopterus
Eiao Monarch,Pomarea fluxa
El Oro Parakeet,Pyrrhura orcesi
El Oro Tapaculo,Scytalopus robbinsi
Elegant Crescentchest,Melanopareia elegans
Elegant Crested Tinamou,Eudromia elegans
Elegant Euphonia,Chlorophonia elegantissima
Elegant Honeyeater,Microptilotis cinereifrons
Elegant Imperial Pigeon,Ducula concinna
Elegant Parrot,Neophema elegans
Elegant Pitta,Pitta elegans
Elegant Quail,Callipepla douglasii
Elegant Sunbird,Aethopyga duyvenbodei
Elegant Tern,Thalasseus elegans
Elegant Tit,Pardaliparus elegans
Elegant Trogon,Trogon elegans
Elegant Woodcreeper,Xiphorhynchus elegans
Eleonora's Falcon,Falco eleonorae
Elf Owl,Micrathene whitneyi
Elfin Woods Warbler,Setophaga angelae
Elgon Francolin,Scleroptila elgonensis
Elliot's Laughingthrush,Trochalopteron elliotii
Elliot's Pheasant,Syrmaticus ellioti
Elliot's Storm Petrel,Oceanites gracilis
Elliot's Woodpecker,Dendropicos elliotii
Elusive Antpitta,Grallaria eludens
Emei Leaf Warbler,Phylloscopus emeiensis
Emei Shan Liocichla,Liocichla omeiensis
Emerald Starling,Lamprotornis iris
Emerald Tanager,Tangara florida
Emerald Toucanet,Aulacorhynchus prasinus
Emerald-bellied Puffleg,Eriocnemis aline
Emerald-chinned Hummingbird,Abeillia abeillei
Emerald-spotted Wood Dove,Turtur chalcospilos
Emin's Shrike,Lanius gubernator
Emperor Bird-of-paradise,Paradisaea guilielmi
Emperor Fairywren,Malurus cyanocephalus
Emperor Goose,Anser canagicus
Emperor Penguin,Aptenodytes forsteri
Empress Brilliant,Heliodoxa imperatrix
Emu,Dromaius novaehollandiae
Enggano Cuckoo-Dove,Macropygia cinnamomea
Enggano Hill Myna,Gracula enganensis
Enggano Imperial Pigeon,Ducula oenothorax
Enggano Scops Owl,Otus enganensis
Enggano Thrush,Geokichla leucolaema
English name,Scientific Name
Epaulet Oriole,Icterus cayanensis
Equatorial Akalat,Sheppardia aequatorialis
Equatorial Antpitta,Grallaria saturata
Equatorial Greytail,Xenerpestes singularis
Erckel's Spurfowl,Pternistis erckelii
Erect-crested Penguin,Eudyptes sclateri
Eskimo Curlew,Numenius borealis
Esmeraldas Antbird,Sipia nigricauda
Esmeraldas Woodstar,Chaetocercus berlepschi
Espanola Cactus Finch,Geospiza conirostris
Espanola Mockingbird,Mimus macdonaldi
Ethiopian Bee-eater,Merops lafresnayii
Ethiopian Boubou,Laniarius aethiopicus
Ethiopian Cisticola,Cisticola lugubris
Ethiopian Oriole,Oriolus monacha
Ethiopian Siskin,Serinus nigriceps
Ethiopian Swallow,Hirundo aethiopica
Ethiopian Thrush,Turdus simensis
Euler's Flycatcher,Lathrotriccus euleri
Eungella Honeyeater,Bolemoreus hindwoodi
Eurasian Bittern,Botaurus stellaris
Eurasian Blackcap,Sylvia atricapilla
Eurasian Blue Tit,Cyanistes caeruleus
Eurasian Bullfinch,Pyrrhula pyrrhula
Eurasian Chaffinch,Fringilla coelebs
Eurasian Collared Dove,Streptopelia decaocto
Eurasian Coot,Fulica atra
Eurasian Crag Martin,Ptyonoprogne rupestris
Eurasian Curlew,Numenius arquata
Eurasian Dotterel,Eudromias morinellus
Eurasian Eagle-Owl,Bubo bubo
Eurasian Golden Oriole,Oriolus oriolus
Eurasian Goshawk,Accipiter gentilis
Eurasian Hobby,Falco subbuteo
Eurasian Hoopoe,Upupa epops
Eurasian Jay,Garrulus glandarius
Eurasian Magpie,Pica pica
Eurasian Nuthatch,Sitta europaea
Eurasian Oystercatcher,Haematopus ostralegus
Eurasian Penduline Tit,Remiz pendulinus
Eurasian Pygmy Owl,Glaucidium passerinum
Eurasian Scops Owl,Otus scops
Eurasian Siskin,Spinus spinus
Eurasian Skylark,Alauda arvensis
Eurasian Sparrowhawk,Accipiter nisus
Eurasian Spoonbill,Platalea leucorodia
Eurasian Stone-curlew,Burhinus oedicnemus
Eurasian Teal,Anas crecca
Eurasian Three-toed Woodpecker,Picoides tridactylus
Eurasian Tree Sparrow,Passer montanus
Eurasian Treecreeper,Certhia familiaris
Eurasian Whimbrel,Numenius phaeopus
Eurasian Wigeon,Mareca penelope
Eurasian Woodcock,Scolopax rusticola
Eurasian Wren,Troglodytes troglodytes
Eurasian Wryneck,Jynx torquilla
European Bee-eater,Merops apiaster
European Golden Plover,Pluvialis apricaria
European Goldfinch,Carduelis carduelis
European Green Woodpecker,Picus viridis
European Greenfinch,Chloris chloris
European Herring Gull,Larus argentatus
European Honey Buzzard,Pernis apivorus
European Nightjar,Caprimulgus europaeus
European Pied Flycatcher,Ficedula hypoleuca
European Robin,Erithacus rubecula
European Rock Pipit,Anthus petrosus
European Roller,Coracias garrulus
European Serin,Serinus serinus
European Shag,Gulosus aristotelis
European Stonechat,Saxicola rubicola
European Storm Petrel,Hydrobates pelagicus
European Turtle Dove,Streptopelia turtur
Evening Grosbeak,Hesperiphona vespertina
Everett's Scops Owl,Otus everetti
Everett's Thrush,Zoothera everetti
Everett's White-eye,Zosterops everetti
Evergreen Forest Warbler,Bradypterus lopezi
Eversmann's Redstart,Phoenicurus erythronotus
Exclamatory Paradise Whydah,Vidua interjecta
Eye-ringed Flatbill,Rhynchocyclus brevirostris
Eye-ringed Parrotbill,Suthora ricketti
Eye-ringed Thistletail,Asthenes palpebralis
Eye-ringed Tody-Tyrant,Hemitriccus orbitatus
Eyebrowed Jungle Flycatcher,Vauriella gularis
Eyebrowed Thrush,Turdus obscurus
Eyebrowed Wren-Babbler,Napothera epilepidota
Eyrean Grasswren,Amytornis goyderi
Fairy Flycatcher,Stenostira scita
Fairy Gerygone,Gerygone palpebrosa
Fairy Lorikeet,Charmosynopsis pulchella
Fairy Martin,Petrochelidon ariel
Fairy Pitta,Pitta nympha
Fairy Prion,Pachyptila turtur
Fairy Tern,Sternula nereis
Falcated Duck,Mareca falcata
Falcated Wren-Babbler,Ptilocichla falcata
Falkenstein's Greenbul,Chlorocichla falkensteini
Falkland Steamer Duck,Tachyeres brachypterus
Familiar Chat,Oenanthe familiaris
Fan-tailed Berrypecker,Melanocharis versteri
Fan-tailed Cuckoo,Cacomantis flabelliformis
Fan-tailed Gerygone,Gerygone flavolateralis
Fan-tailed Grassbird,Catriscus brevirostris
Fan-tailed Raven,Corvus rhipidurus
Fan-tailed Warbler,Basileuterus lachrymosus
Fan-tailed Widowbird,Euplectes axillaris
Fanti Saw-wing,Psalidoprocne obscura
Far Eastern Curlew,Numenius madagascariensis
Fasciated Antshrike,Cymbilaimus lineatus
Fasciated Tiger Heron,Tigrisoma fasciatum
Fasciated Wren,Campylorhynchus fasciatus
Fatu Hiva Monarch,Pomarea whitneyi
Fawn-breasted Bowerbird,Chlamydera cerviniventris
Fawn-breasted Brilliant,Heliodoxa rubinoides
Fawn-breasted Tanager,Pipraeidea melanonota
Fawn-breasted Thrush,Zoothera machiki
Fawn-breasted Waxbill,Estrilda paludicola
Fawn-breasted Whistler,Pachycephala orpheus
Fawn-breasted Wren,Cantorchilus guarayanus
Fawn-colored Lark,Calendulauda africanoides
Fawn-throated Foliage-gleaner,Automolus cervinigularis
Fea's Petrel,Pterodroma feae
Fearful Owl,Asio solomonensis
Feline Owlet-nightjar,Aegotheles insignis
Fernandina's Flicker,Colaptes fernandinae
Fernando Po Batis,Batis poensis
Fernando Po Speirops,Zosterops brunneus
Fernando Po Swift,Apus sladeniae
Fernwren,Oreoscopus gutturalis
Ferruginous Antbird,Drymophila ferruginea
Ferruginous Babbler,Pellorneum bicolor
Ferruginous Duck,Aythya nyroca
Ferruginous Flycatcher,Muscicapa ferruginea
Ferruginous Hawk,Buteo regalis
Ferruginous Partridge,Caloperdix oculeus
Ferruginous Pygmy Owl,Glaucidium brasilianum
Ferruginous-backed Antbird,Myrmoderus ferrugineus
Festive Amazon,Amazona festiva
Festive Coquette,Lophornis chalybeus
Field Sparrow,Spizella pusilla
Fieldfare,Turdus pilaris
Fiery Minivet,Pericrocotus igneus
Fiery Topaz,Topaza pyra
Fiery-billed Aracari,Pteroglossus frantzii
Fiery-breasted Bushshrike,Malaconotus cruentus
Fiery-browed Starling,Enodes erythrophris
Fiery-capped Manakin,Machaeropterus pyrocephalus
Fiery-necked Nightjar,Caprimulgus pectoralis
Fiery-shouldered Parakeet,Pyrrhura egregia
Fiery-tailed Awlbill,Avocettula recurvirostris
Fiery-throated Fruiteater,Pipreola chlorolepidota
Fiery-throated Hummingbird,Panterpe insignis
Fiery-throated Metaltail,Metallura eupogon
Fiji Bush Warbler,Horornis ruficapilla
Fiji Goshawk,Accipiter rufitorques
Fiji Parrotfinch,Erythrura pealii
Fiji Petrel,Pseudobulweria macgillivrayi
Fiji Shrikebill,Clytorhynchus vitiensis
Fiji Streaked Fantail,Rhipidura layardi
Fiji Wattled Honeyeater,Foulehaio taviunensis
Fiji Whistler,Pachycephala vitiensis
Fiji White-eye,Zosterops explorator
Fiji Woodswallow,Artamus mentalis
Fine-banded Woodpecker,Campethera taeniolaema
Fine-barred Piculet,Picumnus subtilis
Fine-spotted Woodpecker,Campethera punctuligera
Finn's Weaver,Ploceus megarhynchus
Finsch's Bulbul,Iole finschii
Finsch's Euphonia,Euphonia finschi
Finsch's Francolin,Scleroptila finschi
Finsch's Imperial Pigeon,Ducula finschii
Finsch's Parakeet,Psittacara finschi
Finsch's Pygmy Parrot,Micropsitta finschii
Finsch's Rufous Thrush,Stizorhina finschi
Finsch's Wheatear,Oenanthe finschii
Fiordland Penguin,Eudyptes pachyrhynchus
Fire-bellied Woodpecker,Chloropicus pyrrhogaster
Fire-breasted Flowerpecker,Dicaeum ignipectus
Fire-capped Tit,Cephalopyrus flammiceps
Fire-crested Alethe,Alethe castanea
Fire-eyed Diucon,Pyrope pyrope
Fire-fronted Bishop,Euplectes diadematus
Fire-maned Bowerbird,Sericulus bakeri
Fire-tailed Myzornis,Myzornis pyrrhoura
Fire-tailed Sunbird,Aethopyga ignicauda
Fire-throated Flowerpecker,Dicaeum luzoniense
Fire-tufted Barbet,Psilopogon pyrolophus
Firethroat,Calliope pectardens
Firewood-gatherer,Anumbius annumbi
Fiscal Flycatcher,Sigelus silens
Fischer's Greenbul,Phyllastrephus fischeri
Fischer's Lovebird,Agapornis fischeri
Fischer's Sparrow-Lark,Eremopterix leucopareia
Fischer's Starling,Lamprotornis fischeri
Fischer's Turaco,Tauraco fischeri
Fish Crow,Corvus ossifragus
Five-colored Barbet,Capito quinticolor
Five-colored Munia,Lonchura quinticolor
Five-striped Sparrow,Amphispizopsis quinquestriata
Flame Bowerbird,Sericulus ardens
Flame Robin,Petroica phoenicea
Flame-breasted Fruit Dove,Ptilinopus marchei
Flame-breasted Sunbird,Cinnyris solaris
